id,tipo,titulo,descricao,autor,data,origem,rito,grau,ordem,tags,url,youtube_id,thumbnail,transcricao_status,acesso,perguntas_aprofundamento,publicado_por,publicado_em,anexos
video-u057,video,Em Busca do Universo,Sessão de estudos do Grupo de Estudos Urânia.,Márcio Latorraca,2025-02-01,Grupo de Estudos Urânia,,,,ciência,https://www.youtube.com/watch?v=9VaopK41e0c,9VaopK41e0c,https://img.youtube.com/vi/9VaopK41e0c/hqdefault.jpg,pendente,publico,,Rogério,,
video-u058,video,A Metáfora do Anel de Giges de Platão,Sessão de estudos do Grupo de Estudos Urânia.,Nilton Beloti Filho,2025-01-25,Grupo de Estudos Urânia,,,,estudo maçônico,https://www.youtube.com/watch?v=EZPlVN_RyQw,EZPlVN_RyQw,https://img.youtube.com/vi/EZPlVN_RyQw/hqdefault.jpg,pendente,publico,,Rogério,,
video-u059,video,Você o reconhecerá como tal?,Sessão de estudos do Grupo de Estudos Urânia.,Rodrigo Rosenthal,2025-01-18,Grupo de Estudos Urânia,,,,estudo maçônico,https://www.youtube.com/watch?v=u4YEE5XDs5s,u4YEE5XDs5s,https://img.youtube.com/vi/u4YEE5XDs5s/hqdefault.jpg,pendente,publico,,Rogério,,
video-u060,video,Gestão Maçônica Inspiradora,Sessão de estudos do Grupo de Estudos Urânia.,Mario Vasconcelos,2024-12-14,Grupo de Estudos Urânia,,,,instrumentos,https://www.youtube.com/watch?v=gmlTqmkrtrQ,gmlTqmkrtrQ,https://img.youtube.com/vi/gmlTqmkrtrQ/hqdefault.jpg,pendente,publico,,Rogério,,
video-u061,video,A Prece Inicial,Sessão de estudos do Grupo de Estudos Urânia.,Manuel Pereira,2024-12-07,Grupo de Estudos Urânia,,,,estudo maçônico,https://www.youtube.com/watch?v=DfqytmAKU_g,DfqytmAKU_g,https://img.youtube.com/vi/DfqytmAKU_g/hqdefault.jpg,pendente,publico,,Rogério,,
video-u062,video,As Buscas dos Maçons e as Escolas de Pensamento Maçônico,Sessão de estudos do Grupo de Estudos Urânia.,Márcio Silva,2024-11-30,Grupo de Estudos Urânia,,,,instrumentos,https://www.youtube.com/watch?v=l4SWAbWWbJw,l4SWAbWWbJw,https://img.youtube.com/vi/l4SWAbWWbJw/hqdefault.jpg,pendente,publico,,Rogério,,
video-u063,video,"Perspectivas Maçônicas da Ópera ""A Flauta Mágica"" de Mozart",Sessão de estudos do Grupo de Estudos Urânia.,,,Grupo de Estudos Urânia,,,,instrumentos,https://www.youtube.com/watch?v=WKwOyus8Nd8,WKwOyus8Nd8,https://img.youtube.com/vi/WKwOyus8Nd8/hqdefault.jpg,pendente,publico,,Rogério,,
video-u064,video,As Lojas Maçônicas e suas Finalidades - Aldino Brasil Souza,Sessão de estudos do Grupo de Estudos Urânia.,,,Grupo de Estudos Urânia,,,,instrumentos,https://www.youtube.com/watch?v=78lkB-H2eno,78lkB-H2eno,https://img.youtube.com/vi/78lkB-H2eno/hqdefault.jpg,pendente,publico,,Rogério,,
video-u065,video,O Homem e o Maçom Bolha,Sessão de estudos do Grupo de Estudos Urânia.,José Maldonado Gualda,2024-09-07,Grupo de Estudos Urânia,,,,instrumentos,https://www.youtube.com/watch?v=bSF7GI6JaZI,bSF7GI6JaZI,https://img.youtube.com/vi/bSF7GI6JaZI/hqdefault.jpg,pendente,publico,,Rogério,,
video-u066,video,O Legado do Mestre Maçom,Sessão de estudos do Grupo de Estudos Urânia.,Márcio Latorraca,,Grupo de Estudos Urânia,,,,grau de mestre; instrumentos,https://www.youtube.com/watch?v=KvR_dDnft2Q,KvR_dDnft2Q,https://img.youtube.com/vi/KvR_dDnft2Q/hqdefault.jpg,pendente,publico,,Rogério,,
video-u067,video,A Bobajada do Abóbado Celeste — Parte 1,Sessão de estudos do Grupo de Estudos Urânia.,Márcio Silva,2024-07-06,Grupo de Estudos Urânia,,,,estudo maçônico,https://www.youtube.com/watch?v=OFvMBC1_K2g,OFvMBC1_K2g,https://img.youtube.com/vi/OFvMBC1_K2g/hqdefault.jpg,pendente,publico,,Rogério,,
video-u068,video,A Bobajada do Abóbado Celeste — Parte 2,Sessão de estudos do Grupo de Estudos Urânia.,Márcio Silva,2024-07-20,Grupo de Estudos Urânia,,,,estudo maçônico,https://www.youtube.com/watch?v=vdDSpCQW4Hw,vdDSpCQW4Hw,https://img.youtube.com/vi/vdDSpCQW4Hw/hqdefault.jpg,pendente,publico,,Rogério,,
video-u069,video,O Valor,Sessão de estudos do Grupo de Estudos Urânia.,Márcio Silva,2023-09-30,Grupo de Estudos Urânia,,,,estudo maçônico,https://www.youtube.com/watch?v=Fr3KTMgXFyQ,Fr3KTMgXFyQ,https://img.youtube.com/vi/Fr3KTMgXFyQ/hqdefault.jpg,pendente,publico,,Rogério,,
video-u070,video,Livre Arbítrio e Destino,Sessão de estudos do Grupo de Estudos Urânia.,Márcio Silva,2023-04-08,Grupo de Estudos Urânia,,,,estudo maçônico,https://www.youtube.com/watch?v=Toz3g2fizas,Toz3g2fizas,https://img.youtube.com/vi/Toz3g2fizas/hqdefault.jpg,pendente,publico,,Rogério,,
video-u071,video,O Silêncio Maçônico e outras formas de silêncio,Sessão de estudos do Grupo de Estudos Urânia.,,,Grupo de Estudos Urânia,,,,instrumentos,https://www.youtube.com/watch?v=imJU7qBYSc8,imJU7qBYSc8,https://img.youtube.com/vi/imJU7qBYSc8/hqdefault.jpg,pendente,publico,,Rogério,,
video-u072,video,Reflexão sobre a Páscoa,Sessão de estudos do Grupo de Estudos Urânia.,Marcos A. P. Noronha,,Grupo de Estudos Urânia,,,,estudo maçônico,https://www.youtube.com/watch?v=C9LlD7BAcEU,C9LlD7BAcEU,https://img.youtube.com/vi/C9LlD7BAcEU/hqdefault.jpg,pendente,publico,,Rogério,,
video-u073,video,Da Sindicância à Câmara de Reflexões,Sessão de estudos do Grupo de Estudos Urânia.,Rodrigo Rosenthal,,Grupo de Estudos Urânia,,,,iniciação,https://www.youtube.com/watch?v=9xBj6dOnpr0,9xBj6dOnpr0,https://img.youtube.com/vi/9xBj6dOnpr0/hqdefault.jpg,pendente,publico,,Rogério,,
video-u074,video,A Maçonaria Simbólica é incompleta?,Sessão de estudos do Grupo de Estudos Urânia.,Oduwaldo Álvaro,,Grupo de Estudos Urânia,,,,simbolismo; instrumentos,https://www.youtube.com/watch?v=ESctJa46wqk,ESctJa46wqk,https://img.youtube.com/vi/ESctJa46wqk/hqdefault.jpg,pendente,publico,,Rogério,,
video-u075,video,Amor e Afins,Sessão de estudos do Grupo de Estudos Urânia.,Márcio Silva,,Grupo de Estudos Urânia,,,,estudo maçônico,https://www.youtube.com/watch?v=pwcoe7HtuBw,pwcoe7HtuBw,https://img.youtube.com/vi/pwcoe7HtuBw/hqdefault.jpg,pendente,publico,,Rogério,,
video-u076,video,A Inteligência Artificial na Maçonaria,Sessão de estudos do Grupo de Estudos Urânia.,Marcelo Corsini,2023-10-14,Grupo de Estudos Urânia,,,,instrumentos,https://www.youtube.com/watch?v=XPGHGI9f6hg,XPGHGI9f6hg,https://img.youtube.com/vi/XPGHGI9f6hg/hqdefault.jpg,pendente,publico,,Rogério,,
video-u077,video,De Abraão ao Cativeiro da Babilônia,Sessão de estudos do Grupo de Estudos Urânia.,Gilson Mendonça,2023-10-21,Grupo de Estudos Urânia,,,,estudo maçônico,https://www.youtube.com/watch?v=fut15ZjQKDk,fut15ZjQKDk,https://img.youtube.com/vi/fut15ZjQKDk/hqdefault.jpg,pendente,publico,,Rogério,,
video-u078,video,O Propósito Existencial do Maçom - José Bandeira,Sessão de estudos do Grupo de Estudos Urânia.,,,Grupo de Estudos Urânia,,,,instrumentos,https://www.youtube.com/watch?v=UqGPlrh64p4,UqGPlrh64p4,https://img.youtube.com/vi/UqGPlrh64p4/hqdefault.jpg,pendente,publico,,Rogério,,
video-u079,video,A Moral dos Fortes e dos Fracos,Sessão de estudos do Grupo de Estudos Urânia.,Márcio Silva,2023-12-16,Grupo de Estudos Urânia,,,,ética,https://www.youtube.com/watch?v=DRlRl9ux20w,DRlRl9ux20w,https://img.youtube.com/vi/DRlRl9ux20w/hqdefault.jpg,pendente,publico,,Rogério,,
video-u080,video,Combate ao Obscurantismo,Sessão de estudos do Grupo de Estudos Urânia.,Fuad Haddad,,Grupo de Estudos Urânia,,,,estudo maçônico,https://www.youtube.com/watch?v=sDeQbpR0ul8,sDeQbpR0ul8,https://img.youtube.com/vi/sDeQbpR0ul8/hqdefault.jpg,pendente,publico,,Rogério,,
video-u081,video,Os Aventais,Sessão de estudos do Grupo de Estudos Urânia.,José Maldonado,,Grupo de Estudos Urânia,,,,estudo maçônico,https://www.youtube.com/watch?v=HbuiJDJUVlA,HbuiJDJUVlA,https://img.youtube.com/vi/HbuiJDJUVlA/hqdefault.jpg,pendente,publico,,Rogério,,
prancha-u002,prancha,A Simbologia da Morte na Maçonaria,Prancha de estudos do Grupo de Estudos Urânia.,,,Grupo de Estudos Urânia,,,,simbolismo; morte,,,,nao_aplicavel,publico,,Rogério,,https://drive.google.com/file/d/1UufuHlXPHXwbojX8LSoyEHb8mJDifWqc/view
prancha-u005,prancha,Reconhecimento e Regularidade,Prancha do Grupo de Estudos Urânia. Sessão não gravada a pedido dos presentes.,,,Grupo de Estudos Urânia,,,,reconhecimento; regularidade,,,,nao_aplicavel,publico,,Rogério,,https://drive.google.com/file/d/1LsKse2D7TGWYYkcT6_FEXsauY6prb9vP/view
